,Date,Company,Market,StatCaseVolume,StatCaseBaseVolume,StatCaseInc'lVolume,DollarSales,BaseDollars,IncrementalDollars,ACVWtdDist,AvgItemsperStore,AvgPrice/Vol,AvgWklyVolumeSalesper$MMACV,WklyTtlDistPoints,"WtdAvg%PrcRed,AnyMerch","WtdAvg%PrcRed,Feature&/orDisplay","WtdAvg%PrcRed,PrcRedOnly",WtdBasePriceperVolume,"%BaseVolume,AnyMerch","%BaseVolume,Feature&/orDisplay","%BaseVolume,PrcRedOnly",MarkdownDollars
19133,Week102,Competitor2,Region41,78,44,69,42,22,1,1,48,47,82,17,54,23,22,88,31,72,96,78
19134,Week103,Competitor2,Region41,98,29,86,26,36,3,17,9,26,83,46,76,30,71,47,88,83,5,84
19135,Week104,Competitor2,Region41,21,39,10,62,55,11,26,14,56,70,16,60,31,50,44,5,44,37,47
19136,Week105,Competitor2,Region41,70,0,7,95,28,31,81,19,98,54,18,18,76,66,22,31,8,8,67
19137,Week106,Competitor2,Region41,11,69,52,12,26,98,80,91,3,65,13,66,91,60,82,91,4,42,4
19138,Week107,Competitor2,Region41,83,72,37,57,80,16,61,1,50,5,43,24,30,67,43,21,73,93,53
19139,Week108,Competitor2,Region41,53,2,34,15,71,78,43,96,11,27,34,52,69,81,10,65,37,26,88
19140,Week109,Competitor2,Region41,12,55,31,7,68,72,9,58,29,74,16,98,78,22,27,36,34,91,11
19141,Week110,Competitor2,Region41,13,97,82,83,84,81,40,45,36,3,29,70,77,16,53,17,70,16,71
19142,Week111,Competitor2,Region41,18,56,47,53,73,61,56,12,22,16,12,0,76,2,29,93,79,55,46
19143,Week112,Competitor2,Region41,85,64,66,7,75,38,82,9,84,28,67,98,53,16,19,38,94,47,59
19144,Week113,Competitor2,Region41,57,70,71,26,22,57,93,65,83,3,60,54,61,99,19,68,47,1,5
19145,Week114,Competitor2,Region41,22,32,49,41,31,13,13,43,8,3,80,42,10,11,66,72,41,51,36
19146,Week115,Competitor2,Region41,63,30,20,11,93,23,98,48,0,52,32,0,87,43,31,7,79,6,28
19147,Week116,Competitor2,Region41,27,100,76,66,35,29,46,90,27,50,74,12,100,89,0,46,87,95,68
19148,Week117,Competitor2,Region41,2,64,68,48,8,99,34,6,84,32,63,65,82,18,2,48,13,54,84
19149,Week118,Competitor2,Region41,48,68,25,20,27,60,90,72,57,0,44,17,36,38,26,34,27,11,26
19150,Week119,Competitor2,Region41,95,27,38,54,17,19,83,44,32,75,91,28,89,57,47,59,43,4,94
19151,Week120,Competitor2,Region41,21,96,88,66,93,81,55,44,91,20,78,11,30,70,91,71,68,81,47
19152,Week121,Competitor2,Region41,19,25,83,54,49,15,23,32,19,56,100,99,94,100,22,1,90,64,32
19153,Week122,Competitor2,Region41,81,8,92,70,68,60,57,93,79,2,9,85,56,99,100,79,15,13,42
19154,Week123,Competitor2,Region41,39,80,58,28,70,0,88,91,78,13,84,45,47,13,27,92,55,54,70
19155,Week124,Competitor2,Region41,45,29,82,50,25,4,39,55,27,90,26,18,9,89,36,84,34,86,10
19156,Week125,Competitor2,Region41,33,44,18,12,53,17,0,17,85,62,79,90,92,33,5,75,17,36,19
19157,Week126,Competitor2,Region41,70,42,85,61,5,1,44,82,15,34,87,17,33,62,77,18,79,83,8
19158,Week127,Competitor2,Region41,74,27,9,33,4,39,79,27,9,71,42,5,89,2,75,41,23,33,54
19159,Week128,Competitor2,Region41,88,34,100,92,81,75,66,38,80,66,45,89,43,15,20,64,21,7,27
19160,Week129,Competitor2,Region41,54,37,17,8,32,31,60,3,41,3,59,20,63,10,47,90,84,26,86
19161,Week130,Competitor2,Region41,6,94,28,75,55,56,65,90,31,99,9,96,23,1,71,68,53,59,64
19162,Week131,Competitor2,Region41,13,27,72,100,82,7,90,8,22,78,90,13,61,9,54,28,49,21,59
19163,Week132,Competitor2,Region41,82,40,75,48,68,7,26,66,0,44,87,21,43,62,68,71,0,11,61
19164,Week133,Competitor2,Region41,97,15,72,57,4,22,47,64,63,15,59,63,20,66,53,79,74,96,83
19165,Week134,Competitor2,Region41,61,37,74,98,13,91,74,39,17,82,22,75,2,60,15,46,6,11,63
19166,Week135,Competitor2,Region41,65,43,17,0,73,24,92,22,42,0,95,95,80,24,40,73,42,18,70
19167,Week136,Competitor2,Region41,13,37,67,49,8,95,10,63,98,65,16,87,4,51,11,48,83,27,75
19168,Week137,Competitor2,Region41,9,69,72,3,18,75,44,36,23,75,71,5,93,86,37,88,91,93,7
19169,Week138,Competitor2,Region41,92,20,74,99,41,61,5,76,11,33,26,37,31,78,49,8,8,89,62
19170,Week139,Competitor2,Region41,74,88,60,55,16,10,37,61,33,75,24,82,96,18,38,52,7,34,95
19171,Week140,Competitor2,Region41,40,11,26,40,89,30,12,5,70,17,56,17,96,6,44,92,78,69,80
19172,Week141,Competitor2,Region41,96,70,12,22,66,21,67,58,34,59,91,0,56,90,53,24,2,38,15
19173,Week142,Competitor2,Region41,1,96,5,68,50,56,16,29,20,57,12,22,64,43,1,99,0,44,100
19174,Week143,Competitor2,Region41,19,33,39,61,21,50,96,54,38,94,49,27,36,3,80,99,11,54,48
19175,Week144,Competitor2,Region41,42,23,43,63,39,70,38,96,32,30,83,19,57,81,32,59,67,61,9
19176,Week145,Competitor2,Region41,60,81,45,88,72,68,15,46,38,48,35,75,99,20,81,2,54,27,58
19177,Week146,Competitor2,Region41,87,19,55,49,44,72,23,89,21,2,99,81,7,35,84,11,86,40,13
19178,Week147,Competitor2,Region41,77,96,14,51,27,89,4,89,19,95,47,54,1,81,60,76,78,50,86
19179,Week148,Competitor2,Region41,53,99,9,33,41,65,73,33,3,5,36,15,81,77,27,26,4,3,16
19180,Week149,Competitor2,Region41,0,23,5,13,84,96,17,85,56,34,74,18,66,73,50,22,51,36,74
19181,Week150,Competitor2,Region41,63,39,86,66,33,31,82,23,7,57,81,3,8,52,82,45,82,22,70
19182,Week151,Competitor2,Region41,30,83,48,23,38,24,49,47,18,5,9,14,11,1,96,46,95,81,80
19183,Week152,Competitor2,Region41,12,96,97,47,60,87,75,59,25,4,61,87,67,71,30,66,63,62,34
19184,Week153,Competitor2,Region41,21,37,85,20,7,74,25,47,93,39,51,68,44,72,59,8,14,28,27
19185,Week154,Competitor2,Region41,95,65,22,18,52,6,73,44,34,10,27,89,44,59,19,68,63,51,63
19186,Week155,Competitor2,Region41,61,32,94,65,73,3,97,96,12,83,75,37,80,73,58,71,44,72,17
19187,Week156,Competitor2,Region41,66,58,9,14,7,38,73,79,10,54,4,38,51,53,97,27,12,38,33
19188,Week1,Company1,Region42,8,62,40,7,40,17,74,73,3,9,49,9,39,18,68,52,55,3,47
19189,Week2,Company1,Region42,95,81,32,4,50,51,43,64,44,44,44,95,0,26,53,35,12,3,61
19190,Week3,Company1,Region42,23,1,21,47,28,52,24,5,96,64,10,49,77,79,13,59,92,23,96
19191,Week4,Company1,Region42,48,9,97,48,46,50,77,65,50,22,73,61,92,16,64,62,29,4,80
19192,Week5,Company1,Region42,50,28,88,45,44,65,40,16,53,25,59,10,55,12,47,34,72,45,73
19193,Week6,Company1,Region42,0,25,83,98,66,53,47,61,88,60,6,70,98,88,84,74,64,70,19
19194,Week7,Company1,Region42,34,73,61,59,63,98,7,80,71,69,54,0,25,76,76,65,62,65,71
19195,Week8,Company1,Region42,9,91,4,100,53,65,82,77,57,63,15,34,49,50,18,74,46,54,28
19196,Week9,Company1,Region42,61,24,99,29,14,7,63,35,55,25,43,1,87,64,9,79,78,4,10
19197,Week10,Company1,Region42,53,53,59,28,38,75,76,9,100,84,0,60,6,63,23,77,61,69,13
19198,Week11,Company1,Region42,31,91,44,87,70,71,94,46,27,44,35,72,13,60,11,3,54,84,31
19199,Week12,Company1,Region42,45,93,62,48,86,33,63,9,46,87,47,51,0,60,71,56,39,5,63
19200,Week13,Company1,Region42,66,38,18,0,36,3,42,6,96,79,64,97,45,34,40,44,36,68,82
19201,Week14,Company1,Region42,100,64,80,86,86,31,19,95,79,80,30,10,45,36,8,20,17,69,55
19202,Week15,Company1,Region42,98,25,66,18,88,55,42,47,20,88,67,28,99,58,79,67,45,27,33
19203,Week16,Company1,Region42,85,67,6,95,22,42,3,17,61,81,94,66,13,69,35,86,15,7,95
19204,Week17,Company1,Region42,20,71,10,93,100,52,62,25,82,74,35,14,1,64,95,64,86,56,47
19205,Week18,Company1,Region42,71,22,20,75,29,68,4,47,16,47,5,77,40,80,77,60,47,70,71
19206,Week19,Company1,Region42,49,96,4,30,63,56,70,100,12,96,49,39,84,42,96,8,93,97,17
19207,Week20,Company1,Region42,100,61,21,72,55,74,29,68,79,52,25,3,27,42,29,71,83,14,71
19208,Week21,Company1,Region42,93,1,50,65,57,99,8,75,34,10,84,38,51,23,1,73,11,20,38
19209,Week22,Company1,Region42,64,31,6,94,50,82,77,8,62,19,53,60,24,5,98,87,2,94,52
19210,Week23,Company1,Region42,58,10,77,45,39,57,100,26,81,73,89,74,96,57,84,70,99,48,65
19211,Week24,Company1,Region42,40,69,47,3,70,65,0,31,18,39,75,71,13,87,39,55,82,82,63
19212,Week25,Company1,Region42,86,32,82,36,70,4,0,44,37,36,8,36,20,85,67,41,12,45,95
19213,Week26,Company1,Region42,0,51,33,67,26,75,44,16,43,70,79,9,16,34,6,1,56,90,56
19214,Week27,Company1,Region42,19,96,10,80,44,96,64,73,85,64,69,26,13,67,61,32,46,12,21
19215,Week28,Company1,Region42,23,92,50,24,30,100,60,12,53,19,0,6,31,98,88,1,22,45,41
19216,Week29,Company1,Region42,57,85,79,58,7,94,13,13,65,82,39,68,93,20,17,9,87,1,86
19217,Week30,Company1,Region42,65,95,34,76,63,51,99,17,14,44,50,44,23,84,98,7,94,91,85
19218,Week31,Company1,Region42,5,82,62,92,25,10,99,65,77,58,23,70,50,71,21,36,89,93,67
19219,Week32,Company1,Region42,33,42,66,78,13,91,68,8,95,72,44,22,59,56,26,30,84,32,80
19220,Week33,Company1,Region42,53,81,3,83,49,9,69,76,35,19,25,2,59,94,89,64,55,70,82
19221,Week34,Company1,Region42,97,2,45,26,27,29,27,99,25,59,75,2,44,44,48,70,5,49,3
19222,Week35,Company1,Region42,69,53,7,49,76,87,82,37,57,11,80,49,53,32,94,91,95,97,19
19223,Week36,Company1,Region42,86,97,82,29,71,44,99,87,40,88,77,73,42,72,56,32,42,9,99
19224,Week37,Company1,Region42,33,40,82,43,75,100,90,76,28,48,79,86,0,71,64,43,65,92,50
19225,Week38,Company1,Region42,79,65,77,56,97,23,49,80,26,57,64,27,37,75,38,32,81,41,66
19226,Week39,Company1,Region42,37,92,2,77,32,95,32,79,77,16,18,29,29,32,69,44,6,67,15
19227,Week40,Company1,Region42,57,24,45,56,83,30,53,17,27,73,18,38,39,64,97,28,85,63,16
19228,Week41,Company1,Region42,13,72,99,8,26,62,48,4,42,41,23,63,10,18,1,6,34,16,77
19229,Week42,Company1,Region42,65,98,67,95,16,92,44,84,66,45,41,70,48,31,5,98,28,6,88
19230,Week43,Company1,Region42,31,1,66,75,82,96,41,49,81,61,92,61,51,16,40,42,78,41,31
19231,Week44,Company1,Region42,79,33,17,4,62,0,93,20,7,7,3,22,39,33,48,75,43,53,34
19232,Week45,Company1,Region42,92,40,48,85,28,21,34,12,73,27,45,16,53,11,61,29,83,30,5
19233,Week46,Company1,Region42,14,48,85,78,9,94,43,19,95,43,70,99,96,16,98,15,85,42,49
19234,Week47,Company1,Region42,40,50,11,16,13,79,7,95,7,51,81,86,14,78,14,6,23,43,53
19235,Week48,Company1,Region42,26,78,4,38,12,76,90,45,25,91,94,87,24,45,21,43,19,5,44
19236,Week49,Company1,Region42,67,68,12,60,38,31,14,65,91,76,35,61,58,10,7,82,10,86,11
19237,Week50,Company1,Region42,19,65,62,38,95,34,100,48,81,60,95,45,80,20,63,23,39,100,53
19238,Week51,Company1,Region42,5,73,92,30,64,40,59,38,49,97,10,49,22,9,53,42,40,25,8
19239,Week52,Company1,Region42,77,40,50,80,87,63,47,52,21,76,21,4,22,35,28,34,67,87,23
19240,Week53,Company1,Region42,46,43,39,24,16,63,72,88,98,98,77,9,33,93,8,23,35,69,22
19241,Week54,Company1,Region42,69,79,56,60,38,13,78,24,36,31,98,3,72,78,68,4,53,27,57
19242,Week55,Company1,Region42,49,94,43,73,47,26,29,26,41,11,69,40,72,73,44,76,54,66,2
19243,Week56,Company1,Region42,50,57,34,71,17,85,34,88,0,98,1,3,47,79,32,72,46,100,37
19244,Week57,Company1,Region42,9,45,62,50,91,10,59,3,66,85,40,22,14,79,63,27,93,8,88
19245,Week58,Company1,Region42,2,43,34,21,53,94,67,55,53,84,60,2,1,42,15,59,38,76,77
19246,Week59,Company1,Region42,69,3,91,4,31,73,81,49,1,54,16,19,12,80,64,83,69,55,34
19247,Week60,Company1,Region42,37,19,97,9,69,6,71,71,80,22,29,68,23,72,97,12,53,30,86
19248,Week61,Company1,Region42,8,54,30,48,76,46,9,6,16,41,79,72,11,23,83,39,89,43,41
19249,Week62,Company1,Region42,81,99,11,90,85,60,77,74,38,64,54,15,76,80,70,38,94,21,21
19250,Week63,Company1,Region42,43,83,99,86,75,73,57,78,90,82,33,81,30,71,40,40,83,43,26
19251,Week64,Company1,Region42,22,91,17,20,52,98,68,78,76,85,7,77,21,5,47,28,22,81,36
19252,Week65,Company1,Region42,47,96,30,41,88,51,46,87,2,58,31,23,5,84,64,100,99,24,63
19253,Week66,Company1,Region42,66,43,41,1,14,87,6,19,82,41,80,33,47,82,13,49,55,69,70
19254,Week67,Company1,Region42,80,77,66,14,83,98,99,50,77,11,6,24,29,57,49,10,41,36,10
19255,Week68,Company1,Region42,61,12,76,89,19,51,94,13,85,19,99,44,11,7,82,56,37,56,93
19256,Week69,Company1,Region42,81,91,7,91,4,58,91,86,97,73,70,12,37,73,68,88,68,58,61
19257,Week70,Company1,Region42,41,34,3,2,7,72,42,52,18,61,26,40,60,14,75,80,19,89,73
19258,Week71,Company1,Region42,5,72,99,89,78,69,43,46,72,4,84,39,85,27,16,42,51,9,81
19259,Week72,Company1,Region42,4,53,97,89,74,98,16,17,62,90,24,13,78,38,40,95,82,36,10
19260,Week73,Company1,Region42,85,28,44,84,86,30,79,47,64,75,84,41,17,34,29,81,20,70,81
19261,Week74,Company1,Region42,53,26,88,63,82,9,33,11,33,33,52,69,37,25,69,14,78,67,42
19262,Week75,Company1,Region42,9,36,35,50,11,96,64,63,23,91,56,66,80,13,90,15,7,28,23
19263,Week76,Company1,Region42,5,70,91,21,79,24,66,89,63,75,90,34,37,44,16,87,55,7,80
19264,Week77,Company1,Region42,74,39,66,85,90,25,44,12,78,100,87,14,64,2,47,83,81,63,74
19265,Week78,Company1,Region42,80,85,91,43,62,77,65,83,72,79,84,8,67,60,34,40,97,9,6
19266,Week79,Company1,Region42,32,79,21,88,13,3,19,35,55,97,49,4,85,29,54,43,65,52,41
19267,Week80,Company1,Region42,43,38,99,94,73,20,29,44,3,58,75,25,92,20,95,18,81,25,95
19268,Week81,Company1,Region42,97,2,71,45,25,14,61,72,45,95,22,71,59,78,5,83,53,79,22
19269,Week82,Company1,Region42,8,86,97,56,78,95,12,74,59,73,78,21,91,7,58,68,51,59,19
19270,Week83,Company1,Region42,38,67,51,28,95,79,21,1,83,54,5,87,48,83,67,0,71,88,29
19271,Week84,Company1,Region42,30,18,87,9,100,29,83,94,12,35,20,73,7,51,88,31,51,52,26
19272,Week85,Company1,Region42,98,19,26,12,73,77,45,83,87,42,98,91,0,80,83,92,57,2,41
19273,Week86,Company1,Region42,6,71,6,13,31,30,83,55,24,42,29,59,32,54,91,14,19,41,19
19274,Week87,Company1,Region42,7,66,13,59,96,80,4,77,35,66,82,67,6,11,62,46,9,21,86
19275,Week88,Company1,Region42,9,13,63,66,5,7,35,94,98,3,10,38,10,63,52,74,34,28,48
19276,Week89,Company1,Region42,74,19,26,44,18,67,20,91,52,90,14,37,74,96,80,24,95,17,56
19277,Week90,Company1,Region42,26,39,95,78,81,84,14,20,28,3,16,62,57,45,17,37,71,71,84
19278,Week91,Company1,Region42,36,48,5,30,5,80,44,87,24,76,88,82,31,89,21,16,87,53,39
19279,Week92,Company1,Region42,86,92,1,56,72,51,90,26,27,55,87,67,91,32,8,61,31,77,77
19280,Week93,Company1,Region42,0,8,44,56,78,35,22,68,69,63,85,89,3,47,16,37,96,29,32
19281,Week94,Company1,Region42,30,6,82,72,32,8,52,50,86,86,22,52,30,4,37,84,73,12,80
19282,Week95,Company1,Region42,44,0,20,71,98,42,17,89,15,50,6,14,7,71,57,75,35,80,4
19283,Week96,Company1,Region42,87,43,38,44,12,82,95,8,69,63,51,64,25,87,38,68,76,20,76
19284,Week97,Company1,Region42,75,52,60,62,56,93,50,4,95,20,33,12,58,14,78,19,50,36,9
19285,Week98,Company1,Region42,79,87,53,96,89,87,26,2,64,43,8,27,3,68,93,51,28,31,28
19286,Week99,Company1,Region42,64,35,52,26,28,48,37,72,86,24,10,60,96,54,41,40,55,30,100
19287,Week100,Company1,Region42,85,97,37,44,15,6,94,40,76,4,86,0,47,36,58,14,67,70,18
19288,Week101,Company1,Region42,25,16,55,30,94,99,91,29,49,31,51,77,96,53,75,39,48,43,71
19289,Week102,Company1,Region42,20,56,31,8,45,3,57,57,75,31,20,35,70,16,41,16,55,4,74
19290,Week103,Company1,Region42,44,3,97,73,46,15,99,35,91,52,77,97,7,32,61,29,74,47,1
19291,Week104,Company1,Region42,6,75,96,9,58,48,32,4,65,86,65,72,14,1,15,15,99,46,87
19292,Week105,Company1,Region42,36,56,24,64,10,84,96,86,56,75,56,75,95,23,94,31,59,68,72
19293,Week106,Company1,Region42,54,15,6,33,19,28,33,52,60,58,79,50,66,62,27,42,62,12,82
19294,Week107,Company1,Region42,5,63,46,81,7,37,34,77,37,15,87,69,57,33,10,99,1,9,82
19295,Week108,Company1,Region42,48,33,40,32,50,61,82,58,16,85,100,80,70,92,79,52,22,54,86
19296,Week109,Company1,Region42,18,88,12,100,81,64,82,18,70,78,82,29,51,72,16,59,52,7,97
19297,Week110,Company1,Region42,52,90,12,3,98,5,49,11,72,58,3,46,41,90,57,4,8,50,48
19298,Week111,Company1,Region42,97,21,100,27,31,45,8,28,39,74,12,23,37,60,43,81,25,72,70
19299,Week112,Company1,Region42,25,82,91,81,17,62,47,77,66,56,7,57,51,4,82,87,65,10,52
19300,Week113,Company1,Region42,28,2,81,81,100,7,48,49,13,2,53,38,24,96,54,48,70,53,11
19301,Week114,Company1,Region42,50,42,92,42,66,42,43,24,53,50,59,99,38,84,30,14,79,36,65
19302,Week115,Company1,Region42,25,48,72,48,78,13,4,84,70,71,92,94,6,28,99,37,87,94,43
19303,Week116,Company1,Region42,69,80,83,35,63,83,52,48,11,21,81,62,8,30,84,6,10,28,31
19304,Week117,Company1,Region42,15,46,13,65,56,88,64,1,29,10,50,100,22,17,21,0,39,38,24
19305,Week118,Company1,Region42,49,29,9,22,80,44,68,82,46,17,20,78,38,100,68,75,74,73,63
19306,Week119,Company1,Region42,83,25,89,97,73,38,17,13,50,36,23,19,6,29,56,68,65,72,61
19307,Week120,Company1,Region42,8,37,45,4,82,74,58,52,99,74,8,88,63,47,4,68,35,12,82
19308,Week121,Company1,Region42,63,100,17,50,46,13,94,90,21,18,69,91,32,65,91,13,81,89,91
19309,Week122,Company1,Region42,20,0,52,13,74,88,93,33,43,56,97,92,66,93,89,55,58,98,32
19310,Week123,Company1,Region42,69,68,38,85,81,40,47,48,9,55,83,19,25,88,36,88,55,18,52
19311,Week124,Company1,Region42,2,16,0,26,54,66,65,92,34,18,51,55,19,26,82,73,27,78,54
19312,Week125,Company1,Region42,76,81,90,7,76,23,67,31,98,30,49,10,38,61,49,74,15,78,5
19313,Week126,Company1,Region42,9,1,65,27,53,95,42,51,59,12,44,32,55,86,34,69,85,70,34
19314,Week127,Company1,Region42,62,61,6,96,97,23,73,14,19,15,48,3,92,59,79,31,44,100,16
19315,Week128,Company1,Region42,27,11,25,69,88,64,100,20,25,47,72,5,5,49,40,36,5,97,55
19316,Week129,Company1,Region42,81,65,41,16,62,41,1,48,86,39,85,32,79,100,41,54,10,67,96
19317,Week130,Company1,Region42,63,15,4,53,36,46,12,25,100,33,70,95,14,73,66,69,78,99,36
19318,Week131,Company1,Region42,93,40,66,95,25,74,31,13,98,62,74,16,90,22,69,2,32,79,70
19319,Week132,Company1,Region42,75,12,25,59,13,56,47,44,17,79,10,100,34,34,82,56,69,43,52
19320,Week133,Company1,Region42,63,88,88,47,2,54,86,92,56,54,90,71,20,76,27,71,7,67,26
19321,Week134,Company1,Region42,74,39,37,7,79,1,92,12,79,65,4,81,14,63,94,49,66,90,54
19322,Week135,Company1,Region42,81,38,60,49,28,46,53,50,28,92,62,25,62,57,67,10,76,37,18
19323,Week136,Company1,Region42,70,84,10,76,94,52,30,19,35,52,100,14,90,58,60,17,25,76,96
19324,Week137,Company1,Region42,21,13,62,24,49,100,13,53,39,67,38,19,7,48,83,56,95,71,35
19325,Week138,Company1,Region42,71,17,84,18,75,9,4,62,84,82,5,78,66,83,60,92,7,89,37
19326,Week139,Company1,Region42,55,74,3,70,77,57,48,3,78,32,38,88,54,40,86,60,14,21,97
19327,Week140,Company1,Region42,26,52,100,60,96,81,27,45,81,40,48,9,0,6,46,16,35,66,20
19328,Week141,Company1,Region42,24,88,56,30,70,48,83,97,65,36,63,18,45,46,50,13,70,97,81
19329,Week142,Company1,Region42,45,57,78,18,26,55,53,44,19,84,19,0,13,88,9,71,99,11,71
19330,Week143,Company1,Region42,75,92,0,28,16,27,63,4,19,14,28,46,100,20,0,12,33,62,79
19331,Week144,Company1,Region42,9,26,32,38,87,70,36,29,6,26,13,92,73,87,51,72,57,60,46
19332,Week145,Company1,Region42,27,53,77,59,49,13,1,99,6,85,53,58,75,53,86,33,47,37,40
19333,Week146,Company1,Region42,62,40,67,90,3,32,96,2,66,42,82,39,35,76,100,87,30,66,88
19334,Week147,Company1,Region42,37,47,81,51,85,85,56,78,37,51,9,86,96,56,95,9,80,64,69
19335,Week148,Company1,Region42,60,6,80,99,16,36,31,88,88,69,76,93,46,95,38,40,69,60,20
19336,Week149,Company1,Region42,15,74,25,15,65,1,77,76,14,52,45,81,66,91,12,77,63,65,55
19337,Week150,Company1,Region42,69,86,95,89,86,2,69,59,47,88,13,79,11,49,27,7,94,49,56
19338,Week151,Company1,Region42,5,85,11,98,57,70,83,31,11,22,2,82,99,99,0,99,88,66,85
19339,Week152,Company1,Region42,68,62,38,54,98,92,100,60,60,27,57,33,19,25,39,11,45,77,30
19340,Week153,Company1,Region42,97,70,77,91,66,11,41,21,48,49,57,90,32,67,83,67,97,51,23
19341,Week154,Company1,Region42,28,97,91,75,17,47,46,49,18,35,30,80,66,32,33,28,7,30,72
19342,Week155,Company1,Region42,5,95,26,89,77,72,59,1,1,3,8,55,76,94,33,31,85,52,51
19343,Week156,Company1,Region42,54,20,97,7,70,12,90,30,71,7,93,61,80,81,1,18,96,7,17
19344,Week1,Competitor1,Region42,2,50,1,22,96,95,24,36,11,13,19,31,83,15,90,94,25,27,13
19345,Week2,Competitor1,Region42,92,49,31,90,83,87,4,68,97,96,62,84,58,43,71,38,21,87,58
19346,Week3,Competitor1,Region42,51,49,72,59,28,46,80,77,38,68,44,32,39,37,43,49,89,41,6
19347,Week4,Competitor1,Region42,23,72,70,1,80,30,55,51,23,92,28,63,48,58,97,44,55,6,18
19348,Week5,Competitor1,Region42,37,32,91,29,72,20,30,12,14,52,7,71,76,11,12,38,1,54,37
19349,Week6,Competitor1,Region42,43,9,26,80,40,61,62,77,3,95,100,36,50,98,79,73,67,95,67
19350,Week7,Competitor1,Region42,12,35,34,68,42,70,35,57,10,30,13,26,27,93,52,63,30,19,10
19351,Week8,Competitor1,Region42,60,1,63,28,64,62,17,55,100,92,59,62,30,0,45,9,65,66,52
19352,Week9,Competitor1,Region42,55,1,87,74,100,53,20,21,41,41,94,94,92,83,17,65,15,10,19
19353,Week10,Competitor1,Region42,57,73,64,50,29,93,35,49,21,24,48,40,19,47,44,30,78,35,56
19354,Week11,Competitor1,Region42,16,42,60,12,54,7,64,27,60,28,5,16,87,85,60,19,40,1,75
19355,Week12,Competitor1,Region42,54,17,51,24,60,25,35,96,96,98,62,93,15,12,63,98,75,14,81
19356,Week13,Competitor1,Region42,90,85,93,90,89,55,26,0,1,98,94,66,67,65,29,47,28,33,87
19357,Week14,Competitor1,Region42,58,79,100,25,2,47,2,56,3,83,69,68,74,25,22,26,44,43,10
19358,Week15,Competitor1,Region42,94,53,19,35,37,7,58,60,88,3,89,9,0,84,90,42,3,76,32
19359,Week16,Competitor1,Region42,27,4,35,89,53,97,43,13,8,50,49,78,26,94,32,31,64,67,100
19360,Week17,Competitor1,Region42,17,54,76,63,75,17,66,20,14,39,29,28,59,36,95,85,25,36,67
19361,Week18,Competitor1,Region42,9,50,36,48,76,75,59,9,62,65,70,6,53,73,20,57,9,89,66
19362,Week19,Competitor1,Region42,57,7,6,16,31,46,2,64,8,18,46,37,17,35,45,0,53,31,52
19363,Week20,Competitor1,Region42,7,16,63,8,63,80,7,20,60,80,100,34,70,2,39,66,10,49,99
19364,Week21,Competitor1,Region42,68,95,86,89,50,49,72,6,80,55,45,0,75,73,47,38,92,6,7
19365,Week22,Competitor1,Region42,32,17,83,35,39,5,37,59,3,63,58,6,17,24,99,11,74,93,1
19366,Week23,Competitor1,Region42,37,36,37,61,52,98,54,26,3,24,46,36,33,33,4,47,88,17,3
19367,Week24,Competitor1,Region42,7,37,7,56,64,63,65,75,42,80,64,12,20,10,100,57,54,5,18
19368,Week25,Competitor1,Region42,53,94,81,70,97,36,78,88,98,91,75,55,40,76,13,39,79,60,32
19369,Week26,Competitor1,Region42,98,5,2,100,49,2,88,20,8,98,76,49,30,63,37,39,49,54,46
19370,Week27,Competitor1,Region42,58,73,56,68,95,43,49,95,59,86,36,8,43,29,8,8,72,52,3
19371,Week28,Competitor1,Region42,21,86,18,63,26,82,7,22,37,13,16,74,65,95,18,1,50,86,1
19372,Week29,Competitor1,Region42,32,87,96,71,52,6,62,73,84,80,63,51,96,68,63,75,46,78,74
19373,Week30,Competitor1,Region42,99,60,24,84,21,34,65,32,41,72,21,1,18,35,35,2,9,37,95
19374,Week31,Competitor1,Region42,20,35,17,93,31,86,17,39,39,40,52,50,72,3,26,45,25,37,80
19375,Week32,Competitor1,Region42,88,32,30,37,45,8,59,33,51,81,6,40,53,90,28,80,11,88,81
19376,Week33,Competitor1,Region42,18,21,68,6,50,3,45,71,34,52,68,74,43,33,64,99,91,78,83
19377,Week34,Competitor1,Region42,90,82,3,8,63,78,89,47,9,35,92,26,86,10,8,1,94,42,81
19378,Week35,Competitor1,Region42,61,88,60,51,74,42,37,41,32,44,61,29,87,53,32,80,66,48,18
19379,Week36,Competitor1,Region42,46,57,17,30,53,58,5,60,71,65,3,78,57,64,47,73,71,5,70
19380,Week37,Competitor1,Region42,22,78,25,3,80,45,92,56,56,8,28,67,62,86,30,22,98,88,49
19381,Week38,Competitor1,Region42,89,64,40,26,92,4,24,80,76,17,21,71,79,38,15,78,29,95,0
19382,Week39,Competitor1,Region42,23,89,27,55,18,98,34,79,87,15,61,43,17,21,23,96,20,58,60
19383,Week40,Competitor1,Region42,48,13,56,93,34,26,67,97,75,29,18,1,90,79,9,53,59,51,20
19384,Week41,Competitor1,Region42,77,80,57,77,85,46,38,35,83,22,94,21,56,19,4,96,0,29,8
19385,Week42,Competitor1,Region42,35,65,78,89,7,90,78,0,78,93,47,32,95,86,77,68,4,17,26
19386,Week43,Competitor1,Region42,80,29,91,56,76,25,66,53,50,84,91,82,13,54,79,89,81,33,66
19387,Week44,Competitor1,Region42,76,86,6,48,84,2,68,81,18,23,81,73,89,34,59,79,39,15,96
